,name,CPIH ALL ITEMS
274,2010-11-01 00:00:00,90.93
275,2010-12-01 00:00:00,91.661
276,2011-01-01 00:00:00,91.773
277,2011-02-01 00:00:00,92.321
278,2011-03-01 00:00:00,92.564
279,2011-04-01 00:00:00,93.323
280,2011-05-01 00:00:00,93.511
281,2011-06-01 00:00:00,93.456
282,2011-07-01 00:00:00,93.457
283,2011-08-01 00:00:00,93.922
284,2011-09-01 00:00:00,94.459
285,2011-10-01 00:00:00,94.534
286,2011-11-01 00:00:00,94.675
287,2011-12-01 00:00:00,95.03
288,2012-01-01 00:00:00,94.677
289,2012-02-01 00:00:00,95.157
290,2012-03-01 00:00:00,95.411
291,2012-04-01 00:00:00,95.897
292,2012-05-01 00:00:00,95.875
293,2012-06-01 00:00:00,95.581
294,2012-07-01 00:00:00,95.665
295,2012-08-01 00:00:00,96.081
296,2012-09-01 00:00:00,96.418
297,2012-10-01 00:00:00,96.831
298,2012-11-01 00:00:00,96.972
299,2012-12-01 00:00:00,97.344
300,2013-01-01 00:00:00,96.976
301,2013-02-01 00:00:00,97.52
302,2013-03-01 00:00:00,97.809
303,2013-04-01 00:00:00,97.998
304,2013-05-01 00:00:00,98.192
305,2013-06-01 00:00:00,98.046
306,2013-07-01 00:00:00,98.028
307,2013-08-01 00:00:00,98.398
308,2013-09-01 00:00:00,98.684
309,2013-10-01 00:00:00,98.752
310,2013-11-01 00:00:00,98.823
311,2013-12-01 00:00:00,99.175
312,2014-01-01 00:00:00,98.704
313,2014-02-01 00:00:00,99.113
314,2014-03-01 00:00:00,99.305
315,2014-04-01 00:00:00,99.641
316,2014-05-01 00:00:00,99.622
317,2014-06-01 00:00:00,99.798
318,2014-07-01 00:00:00,99.567
319,2014-08-01 00:00:00,99.913
320,2014-09-01 00:00:00,99.957
321,2014-10-01 00:00:00,100.085
322,2014-11-01 00:00:00,99.893
323,2014-12-01 00:00:00,99.912
324,2015-01-01 00:00:00,99.241
325,2015-02-01 00:00:00,99.464
326,2015-03-01 00:00:00,99.64
327,2015-04-01 00:00:00,99.897
328,2015-05-01 00:00:00,100.063
329,2015-06-01 00:00:00,100.121
330,2015-07-01 00:00:00,100.026
331,2015-08-01 00:00:00,100.265
332,2015-09-01 00:00:00,100.197
333,2015-10-01 00:00:00,100.325
334,2015-11-01 00:00:00,100.333
335,2015-12-01 00:00:00,100.429
336,2016-01-01 00:00:00,99.862
337,2016-02-01 00:00:00,100.079
338,2016-03-01 00:00:00,100.389
339,2016-04-01 00:00:00,100.582
340,2016-05-01 00:00:00,100.772
341,2016-06-01 00:00:00,100.951
342,2016-07-01 00:00:00,100.928
343,2016-08-01 00:00:00,101.223
344,2016-09-01 00:00:00,101.461
345,2016-10-01 00:00:00,101.589
346,2016-11-01 00:00:00,101.795
347,2016-12-01 00:00:00,102.203
348,2017-01-01 00:00:00,101.792
349,2017-02-01 00:00:00,102.406
350,2017-03-01 00:00:00,102.732
351,2017-04-01 00:00:00,103.226
352,2017-05-01 00:00:00,103.533
353,2017-06-01 00:00:00,103.534
354,2017-07-01 00:00:00,103.506
355,2017-08-01 00:00:00,104.002
356,2017-09-01 00:00:00,104.312
357,2017-10-01 00:00:00,104.397
358,2017-11-01 00:00:00,104.664
359,2017-12-01 00:00:00,104.98
360,2018-01-01 00:00:00,104.544
361,2018-02-01 00:00:00,104.919
362,2018-03-01 00:00:00,105.062
363,2018-04-01 00:00:00,105.524
364,2018-05-01 00:00:00,105.863
365,2018-06-01 00:00:00,105.87
366,2018-07-01 00:00:00,105.859
367,2018-08-01 00:00:00,106.5
368,2018-09-01 00:00:00,106.628
369,2018-10-01 00:00:00,106.712
370,2018-11-01 00:00:00,106.921
371,2018-12-01 00:00:00,107.066
372,2019-01-01 00:00:00,106.392
373,2019-02-01 00:00:00,106.808
374,2019-03-01 00:00:00,106.987
375,2019-04-01 00:00:00,107.639
376,2019-05-01 00:00:00,107.919
377,2019-06-01 00:00:00,107.907
378,2019-07-01 00:00:00,107.953
379,2019-08-01 00:00:00,108.301
380,2019-09-01 00:00:00,108.414
381,2019-10-01 00:00:00,108.285
382,2019-11-01 00:00:00,108.516
383,2019-12-01 00:00:00,108.52
384,2020-01-01 00:00:00,108.268
385,2020-02-01 00:00:00,108.631
386,2020-03-01 00:00:00,108.637
387,2020-04-01 00:00:00,108.63
388,2020-05-01 00:00:00,108.648
389,2020-06-01 00:00:00,108.769
390,2020-07-01 00:00:00,109.184
391,2020-08-01 00:00:00,108.834
392,2020-09-01 00:00:00,109.219
393,2020-10-01 00:00:00,109.242
394,2020-11-01 00:00:00,109.137
395,2020-12-01 00:00:00,109.404
396,2021-01-01 00:00:00,109.276
397,2021-02-01 00:00:00,109.424
398,2021-03-01 00:00:00,109.676
399,2021-04-01 00:00:00,110.403
400,2021-05-01 00:00:00,110.953
401,2021-06-01 00:00:00,111.432
402,2021-07-01 00:00:00,111.445
403,2021-08-01 00:00:00,112.114
404,2021-09-01 00:00:00,112.409
405,2021-10-01 00:00:00,113.425
406,2021-11-01 00:00:00,114.134
407,2021-12-01 00:00:00,114.682
408,2022-01-01 00:00:00,114.636
409,2022-02-01 00:00:00,115.421
410,2022-03-01 00:00:00,116.502
411,2022-04-01 00:00:00,119.001
412,2022-05-01 00:00:00,119.698
413,2022-06-01 00:00:00,120.542
414,2022-07-01 00:00:00,121.218
415,2022-08-01 00:00:00,121.772
416,2022-09-01 00:00:00,122.32
417,2022-10-01 00:00:00,124.311
418,2022-11-01 00:00:00,124.787
419,2022-12-01 00:00:00,125.284
420,2023-01-01 00:00:00,124.774
421,2023-02-01 00:00:00,125.992
422,2023-03-01 00:00:00,126.829
423,2023-04-01 00:00:00,128.339
424,2023-05-01 00:00:00,129.127
425,2023-06-01 00:00:00,129.354
426,2023-07-01 00:00:00,128.957
427,2023-08-01 00:00:00,129.431
428,2023-09-01 00:00:00,130.071
429,2023-10-01 00:00:00,130.21
430,2023-11-01 00:00:00,130.049
431,2023-12-01 00:00:00,130.549
432,2024-01-01 00:00:00,130.036
433,2024-02-01 00:00:00,130.838
434,2024-03-01 00:00:00,131.592
435,2024-04-01 00:00:00,132.243
436,2024-05-01 00:00:00,132.728
437,2024-06-01 00:00:00,132.985
438,2024-07-01 00:00:00,132.935
439,2024-08-01 00:00:00,133.405
440,2024-09-01 00:00:00,133.513
441,2024-10-01 00:00:00,134.327
442,2024-11-01 00:00:00,134.614
443,2024-12-01 00:00:00,135.07
444,2025-01-01 00:00:00,135.05
445,2025-02-01 00:00:00,135.625
446,2025-03-01 00:00:00,136.091
447,2025-04-01 00:00:00,137.712
448,2025-05-01 00:00:00,137.996
449,2025-06-01 00:00:00,138.428
450,2025-07-01 00:00:00,138.468
451,2025-08-01 00:00:00,138.867
452,2025-09-01 00:00:00,138.936
453,2025-10-01 00:00:00,139.454
454,2025-11-01 00:00:00,139.361
455,2025-12-01 00:00:00,139.892
456,2026-01-01 00:00:00,139.42
457,2026-02-01 00:00:00,139.962
458,2026-03-01 00:00:00,140.755
459,2026-04-01 00:00:00,141.839
460,,
461,Key:    - zero or negligible ..  not available (nec) not elsewhere covered,
462,,
463,A minor error has been identified in the consumer price inflation item for ‘package holidays’. This error has no impact on the published headline ,
464,"rate of inflation for the Consumer Prices Index including owner occupiers' housing costs (CPIH), the Consumer Prices Index (CPI) or the Retail Prices Index (RPI). ",
465,The error is isolated to package holidays and would have led to the recreation and culture division annual inflation rate being 0.1 percentage point lower in ,
466,"May 2025 for both CPIH and CPI. In line with our consumer prices corrections and revisions policy, these statistics will not be amended.  ",
467,,
468,"Following a minor correction of the method used to impute missing seasonal items last month, we have made a further minor correction to resolve a residual issue with three ",
469,seasonal items that affects lower-level aggregates in July 2025 data only. This has no impact on the headline Consumer Prices Index (CPI) or the Consumer Prices Index including,
470,owner occupiers’ housing costs (CPIH) annual growth rates. The Retail Prices Index (RPI) is also unaffected.,
471,"In line with our consumer prices revisions and correction of errors policy, we have not corrected the indices for July 2025. However, we have corrected the error in the August 2025 published indices. ",
472,"This error is isolated to the imputation process of three seasonal items in July 2025 only. It was identified as part of a programme of work to modernise the production of consumer prices inflation, ",
473,including building a more robust production system as we move towards incorporating scanner data in 2026.,
474,,
475,An error has been identified in the implementation of the method used to impute missing seasonal item indices in months where no price data are available. ,
476,This error has no impact on headline Consumer Prices Index (CPI) or the Consumer Prices Index including owner occupiers’ housing costs (CPIH) annual growth rates. The Retail Prices Index (RPI) is also unaffected. ,
477,This minor error has no impact on growth rates at divisional level.,
478,"However, a small number of classes within two divisions - ‘furniture, household equipment and maintenance’ and ‘recreation and culture’ - ",
479,have seen annual growth impacted by up to 0.1 percentage points for the periods February to June 2025.,
480,More details on the lower-level impacts can be found in our CPIH microdata release: ,
481,https://www.ons.gov.uk/economy/inflationandpriceindices/datasets/consumerpriceindicescpiandretailpricesindexrpiitemindicesandpricequotes,
482,,
483,"In December 2018, we published extended series for the components of CPIH covering 1988 to 2004. We have now added historical series for the goods ",
484,and services analyses (included in columns DY to FY above). All of the extended series were modelled after the introduction of CPIH and do not form part ,
485,of the ongoing accredited official statistics series at 1dp.,
486,,
487,"From the release of January consumer price inflation data on 16 February 2016, CPIH and CPI indices have been re-referenced and published with 2015=100.",
488,Full historic series for each of the re-referenced indices are available for users to view or download.,
489,Regular re-referencing of indices is methodological good practice as it avoids rounding issues that can arise from small index values. ,
490,"Please note that re-referencing does not impact on published inflation rates, although when using the indices to calculate inflation rates, ",
491,it is important to use indices that are referenced on the same year. Re-referencing does not impact on RPI.,
492,"For more information, please contact cpi@ons.gov.uk.",
